diagnosisId,itemType,sectionId,sectionTitle,itemId,itemText,scaleMin,scaleMax,scoreDirection,weight,notes
gainge_mgmt,rating,인재_배치,인재 배치,G28,우리는 업무 성과와 지식을 이야기하는 것이 자연스럽다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G29,우리에게는 경쟁력 있는 전문가가 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G30,신입사원에게 제시할 만한 롤모델이 사내에 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G31,우리의 보상과 포상은 즐겁게 일하는 데 도움이 되고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G32,우리 회사는 공정한 보상이 이루어지고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G33,우리 회사는 인재상에 맞는 사람들이 합류하고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G34,우리 회사의 업무는 적절하게 분장되어 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,문화_만족,문화 만족,G35,우리는 공식적인 미팅에서 서로 진솔한 대화를 하고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,문화_만족,문화 만족,G36,우리 회사의 구성원들은 서로를 신뢰하고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,과업_추진,과업 추진,G37,우리는 각자 자신의 성과를 관리하고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,과업_추진,과업 추진,G38,우리는 일에 대해서 리더들에게 피드백을 받는다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G39,우리 회사에는 성과를 내는 사람이 늘어나고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G40,우리 회사는 구성원을 성장시켜 리더로 세우고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_양성,인재 양성,G41,우리 회사에는 즐겁게 자신의 지식을 공유할 수 있는 시스템이 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,인재_양성,인재 양성,G42,우리 회사에는 새로운 시도와 결과를 공유하는 장이 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,과업_추진,과업 추진,G43,우리는 각자 어떤 성과를 내야 할지 알고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,과업_추진,과업 추진,G44,구성원들은 업무 시간의 대부분을 성과와 직결된 일에 사용하고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G45,우리 회사는 적시에 의사결정이 되고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G46,우리 회사는 문제해결이 이루어지는 회사이다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,과업_추진,과업 추진,G47,우리에게는 1년 이상 모두가 집중하고 있는 해결 과제가 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,과업_추진,과업 추진,G48,우리는 모두가 회사 전체의 목적을 1순위에 두고 일하고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,인재_양성,인재 양성,G49,나를 포함한 회사의 구성원들은 시간이 지날수록 업무 역량이 향상되고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,인재_양성,인재 양성,G50,우리는 일을 할수록 팀워크가 향상된다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,경쟁력_확보,경쟁력 확보,G51,우리는 정기적으로 고객으로부터 피드백을 받고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,경쟁력_확보,경쟁력 확보,G52,우리는 고객이 무엇을 원하는지 알고 일하고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,경쟁력_확보,경쟁력 확보,G53,우리는 각자 자신의 업무를 피드백하고 개선할 수 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,경쟁력_확보,경쟁력 확보,G54,우리는 실행 후 반드시 피드백한다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,인재_양성,인재 양성,G55,우리 회사는 개인이나 팀의 경험이 전체에게 공유된다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,인재_양성,인재 양성,G56,우리는 사내에서 서로 물어보고 답해주는 것이 자연스럽다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,경쟁력_확보,경쟁력 확보,G57,우리 회사는 다른 회사와는 차별화된 핵심 역량이 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,경쟁력_확보,경쟁력 확보,G58,우리는 실행 후 더 나은 방법을 찾기 위해 노력하고 있다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,과업_추진,과업 추진,G59,우리 회사는 부서 간 협력이 잘 이루어진다.,1,5,higher_is_better,1,Major: 지식경영
gainge_mgmt,rating,과업_추진,과업 추진,G60,우리 회사는 고객에 대해서 새로운 제안과 시도를 지속한다.,1,5,higher_is_better,1,Major: 지식경영
